id,workflow,journey,category,testName,testTitle,testDescription,segments,modules,tags,req,demo,jira,status,enabled
SCR-016,,,ui,step1PieceWeeklyIncentiveBonus,The piece-weekly-incentive-bonus selection panel mounts and Continue gates on filter validity,"The piece-weekly-incentive-bonus Step-1 filter panel mounts and Continue renders disabled with an aria-label — i.e. wired for compute (WEBPET-858), not the deferred stub.",,,regression,SCR-R002|SCR-R003|SCR-R004,0,,automated,1
SCR-017,,,ui,step1QualityIncentiveBonus,The quality-incentive-bonus selection panel mounts and Continue gates on filter validity,"The quality-incentive-bonus Step-1 filter panel mounts and Continue renders disabled with an aria-label — i.e. wired for compute (WEBPET-858), not the deferred stub.",,,regression,SCR-R002|SCR-R003|SCR-R004,0,,automated,1
SCR-018,,,ui,step1PieceProductivityHourlyBonus,The piece-productivity-hourly-bonus selection panel mounts and Continue gates on filter validity,"The piece-productivity-hourly-bonus Step-1 filter panel mounts and Continue renders disabled with an aria-label — i.e. wired for compute (WEBPET-858), not the deferred stub.",,,regression,SCR-R002|SCR-R003|SCR-R004,0,,automated,1
SCR-019,,,ui,step1TierHourlyPieceIncentive,The tier-hourly-piece-incentive selection panel mounts and Continue gates on filter validity,"The tier-hourly-piece-incentive Step-1 filter panel mounts and Continue renders disabled with an aria-label — i.e. wired for compute (WEBPET-858), not the deferred stub.",,,regression,SCR-R002|SCR-R003|SCR-R004,0,,automated,1
SCR-020,,,ui,step2Employee,The employee review grid mounts and the commit affordance is present,"Direct nav to Step 2 mounts the employee review-grid container in any of its states, and the Execute commit affordance (WEBPET-859) plus Back are present.",,,regression,SCR-R005|SCR-R006|SCR-R007,0,,automated,1
SCR-021,,,ui,step2Crew,The crew review grid mounts and the commit affordance is present,"Direct nav to Step 2 mounts the crew review-grid container in any of its states, and the Execute commit affordance (WEBPET-859) plus Back are present.",,,regression,SCR-R005|SCR-R006|SCR-R007,0,,automated,1
SCR-022,,,ui,step2Supervisor,The supervisor review grid mounts and the commit affordance is present,"Direct nav to Step 2 mounts the supervisor review-grid container in any of its states, and the Execute commit affordance (WEBPET-859) plus Back are present.",,,regression,SCR-R005|SCR-R006|SCR-R007,0,,automated,1
SCR-023,,,ui,step2SupervisorPieceIncentive,The supervisor-piece-incentive review grid mounts and the commit affordance is present,"Direct nav to Step 2 mounts the supervisor-piece-incentive review-grid container in any of its states, and the Execute commit affordance (WEBPET-859) plus Back are present.",,,regression,SCR-R005|SCR-R006|SCR-R007,0,,automated,1
SCR-024,,,ui,step2SupervisorBonusExtraPieces,The supervisor-bonus-extra-pieces review grid mounts and the commit affordance is present,"Direct nav to Step 2 mounts the supervisor-bonus-extra-pieces review-grid container in any of its states, and the Execute commit affordance (WEBPET-859) plus Back are present.",,,regression,SCR-R005|SCR-R006|SCR-R007,0,,automated,1
SCR-025,,,ui,step2FairFoodPremium,The fair-food-premium review grid mounts and the commit affordance is present,"Direct nav to Step 2 mounts the fair-food-premium review-grid container in any of its states, and the Execute commit affordance (WEBPET-859) plus Back are present.",,,regression,SCR-R005|SCR-R006|SCR-R007,0,,automated,1
SCR-026,,,ui,step2DailyByEmployee,The daily-by-employee review grid mounts and the commit affordance is present,"Direct nav to Step 2 mounts the daily-by-employee review-grid container in any of its states, and the Execute commit affordance (WEBPET-859) plus Back are present.",,,regression,SCR-R005|SCR-R006|SCR-R007,0,,automated,1
SCR-027,,,ui,step2DailyByJob,The daily-by-job review grid mounts and the commit affordance is present,"Direct nav to Step 2 mounts the daily-by-job review-grid container in any of its states, and the Execute commit affordance (WEBPET-859) plus Back are present.",,,regression,SCR-R005|SCR-R006|SCR-R007,0,,automated,1
SCR-028,,,ui,step2HolidayPay,The holiday-pay review grid mounts and the commit affordance is present,"Direct nav to Step 2 mounts the holiday-pay review-grid container in any of its states, and the Execute commit affordance (WEBPET-859) plus Back are present.",,,regression,SCR-R005|SCR-R006|SCR-R007,0,,automated,1
SCR-029,,,ui,step2SupportCrewBonus,The support-crew-bonus review grid mounts and the commit affordance is present,"Direct nav to Step 2 mounts the support-crew-bonus review-grid container in any of its states, and the Execute commit affordance (WEBPET-859) plus Back are present.",,,regression,SCR-R005|SCR-R006|SCR-R007,0,,automated,1
SCR-030,,,ui,step2SupervisorAverageCrewHourly,The supervisor-average-crew-hourly review grid mounts and the commit affordance is present,"Direct nav to Step 2 mounts the supervisor-average-crew-hourly review-grid container in any of its states, and the Execute commit affordance (WEBPET-859) plus Back are present.",,,regression,SCR-R005|SCR-R006|SCR-R007,0,,automated,1
SCR-031,,,ui,step2PieceIncentiveBonus,The piece-incentive-bonus review grid mounts and the commit affordance is present,"Direct nav to Step 2 mounts the piece-incentive-bonus review-grid container in any of its states, and the Execute commit affordance (WEBPET-859) plus Back are present.",,,regression,SCR-R005|SCR-R006|SCR-R007,0,,automated,1
SCR-032,,,ui,step2TierPieceIncentive,The tier-piece-incentive review grid mounts and the commit affordance is present,"Direct nav to Step 2 mounts the tier-piece-incentive review-grid container in any of its states, and the Execute commit affordance (WEBPET-859) plus Back are present.",,,regression,SCR-R005|SCR-R006|SCR-R007,0,,automated,1
SCR-033,,,ui,step2SupervisorCrewSize,The supervisor-crew-size review grid mounts and the commit affordance is present,"Direct nav to Step 2 mounts the supervisor-crew-size review-grid container in any of its states, and the Execute commit affordance (WEBPET-859) plus Back are present.",,,regression,SCR-R005|SCR-R006|SCR-R007,0,,automated,1
SCR-034,,,ui,step2PieceWeeklyIncentiveBonus,The piece-weekly-incentive-bonus review grid mounts and the commit affordance is present,"Direct nav to Step 2 mounts the piece-weekly-incentive-bonus review-grid container in any of its states, and the Execute commit affordance (WEBPET-859) plus Back are present.",,,regression,SCR-R005|SCR-R006|SCR-R007,0,,automated,1
SCR-035,,,ui,step2QualityIncentiveBonus,The quality-incentive-bonus review grid mounts and the commit affordance is present,"Direct nav to Step 2 mounts the quality-incentive-bonus review-grid container in any of its states, and the Execute commit affordance (WEBPET-859) plus Back are present.",,,regression,SCR-R005|SCR-R006|SCR-R007,0,,automated,1
SCR-036,,,ui,step2PieceProductivityHourlyBonus,The piece-productivity-hourly-bonus review grid mounts and the commit affordance is present,"Direct nav to Step 2 mounts the piece-productivity-hourly-bonus review-grid container in any of its states, and the Execute commit affordance (WEBPET-859) plus Back are present.",,,regression,SCR-R005|SCR-R006|SCR-R007,0,,automated,1
SCR-037,,,ui,step2TierHourlyPieceIncentive,The tier-hourly-piece-incentive review grid mounts and the commit affordance is present,"Direct nav to Step 2 mounts the tier-hourly-piece-incentive review-grid container in any of its states, and the Execute commit affordance (WEBPET-859) plus Back are present.",,,regression,SCR-R005|SCR-R006|SCR-R007,0,,automated,1
SCR-038,,,ui,dateExemptHolidayPay,Holiday-pay shows no shared date inputs and computes from its own panel fields,"holiday-pay renders no shared date inputs — it reads everything from its own panel — while its panel, Continue and the Step-2 review grid still mount.",,,regression,SCR-R002|SCR-R003|SCR-R005|SCR-R008,0,,automated,1
SCR-039,,,ui,dateExemptPieceWeeklyIncentiveBonus,Piece-weekly-incentive-bonus shows no shared date inputs and computes from its own panel fields,"piece-weekly-incentive-bonus renders no shared date inputs — it reads everything from its own panel — while its panel, Continue and the Step-2 review grid still mount.",,,regression,SCR-R002|SCR-R003|SCR-R005|SCR-R008,0,,automated,1
SCR-040,,,ui,landingListsAll18TypeCards,The landing page lists all 18 bonus types as navigable cards,The landing page mounts the type grid and renders a navigable card for every one of the 18 catalog keys.,,,regression,SCR-R009,0,,automated,1
SCR-041,,,ui,landingCardNavigatesToWizard,Clicking a card navigates to that type wizard,Clicking a type card navigates to that type’s wizard route.,,,regression,SCR-R010,0,,automated,1
SCR-042,,,ui,selectionHeadingCarriesTypeLabel,The selection step title carries the type label,"The Step-1 heading names both the type and the step (""Employee Bonus Payment … 1/2 Record Selection"").",,,regression,SCR-R011,0,,automated,1
SCR-043,,,ui,dateFilterShownWhenRequired,The date filter shows for types that require it,Types with requiresDateFilter=true render the shared Start Date/Time In and Last Date/Time In inputs.,,,regression,SCR-R012,0,,automated,1
SCR-044,,,ui,dateFilterHiddenForHolidayPay,The date filter is hidden for Holiday Pay,Holiday Pay (id 8) mounts its own filter panel and renders neither shared date input.,,,regression,SCR-R002|SCR-R008,0,,automated,1
SCR-045,,,ui,dateFilterHiddenForPieceWeeklyIncentive,The date filter is hidden for Piece Weekly Incentive,Piece Weekly Incentive (id 14) mounts its own filter panel and renders no shared start-date input.,,,regression,SCR-R002|SCR-R008,0,,automated,1
SCR-046,,,ui,continueDisabledOnSelectionStep,Continue is disabled on the selection step,Continue stays disabled on Step 1 until a selection is made.,,,regression,SCR-R003,0,,automated,1
SCR-047,,,ui,saveAndLoadFilterEnabled,Save filter and Load filter are present and enabled,Save filter and Load filter render enabled now that the filter save/load feature has shipped — they were deferred stubs when the test was written.,,,regression,SCR-R013,0,,automated,1
SCR-048,,,ui,cancelReturnsToLanding,Cancel returns to the landing page,Cancel abandons the wizard and returns to the bonus landing page.,,,regression,SCR-R014,0,,automated,1
SCR-049,,,ui,employeePanelFields,"The Employee panel renders its bonus unit, rate, job and duplicate-handling fields","The Employee panel renders Bonus Unit, Rate, the Bonus Job picker label and Duplicate Handling.",,,regression,SCR-R015,0,,automated,1
SCR-050,,,ui,crewPanelFields,"The Crew panel renders its bonus unit, maximum, minimum-percent and job fields","The Crew panel renders Bonus Unit, Maximum Bonus, Minimum Bonus Percent and the Bonus Job picker label.",,,regression,SCR-R015,0,,automated,1
SCR-051,,,ui,supportCrewPanelFields,"The Support Crew panel renders its crew, extra-pay job and support job fields","The Support Crew panel renders Support Crew, Extra Pay Job and Support Job; Ranch and Field stay unasserted because they follow the seeded fieldEntryRequired preference.",,,regression,SCR-R015,0,,automated,1
SCR-052,,,ui,fairFoodPremiumPanelFields,"The Fair Food Premium panel renders its total, job-date and job fields","The Fair Food Premium panel renders Total Premium Pay, Bonus Job Date and Bonus Job.",,,regression,SCR-R015,0,,automated,1
SCR-053,,,ui,holidayPayPanelFields,"The Holiday Pay panel renders its qualification, hours, multiplier and job fields","The Holiday Pay panel renders Qualification Period, Holiday Job, Number of Hours, Holiday Name, Holiday Date and Rate Multiplier.",,,regression,SCR-R015,0,,automated,1
SCR-054,,,ui,pieceWeeklyIncentivePanelFields,"The Piece Weekly Incentive panel renders its bonus, exclusion and work job fields","The Piece Weekly Incentive panel renders Bonus Job, Exclusion Job, Minimum Pieces per Hour and Work Job.",,,regression,SCR-R015,0,,automated,1
SCR-055,,,ui,supervisorPanelFields,"The Supervisor panel renders its supervisor, minimum-rate, job and divisor fields","The Supervisor panel renders Supervisor, Minimum Rate, Bonus Job and the Crew Size Divisor label.",,,regression,SCR-R015,0,,automated,1
SCR-056,,,ui,supervisorPieceIncentivePanelFields,The Supervisor Piece Incentive panel renders its five fields,"The Supervisor Piece Incentive panel renders Supervisor, Piece Multiplier, Piece Rate, Bonus Job and Work Job.",,,regression,SCR-R015,0,,automated,1
SCR-057,,,ui,pieceIncentivePanelFields,The Piece Incentive panel renders its bonus job field,The Piece Incentive panel renders Bonus Job; Ranch and Field stay unasserted because they follow the seeded fieldEntryRequired preference.,,,regression,SCR-R015,0,,automated,1
SCR-058,,,ui,qualityIncentivePanelFields,"The Quality Incentive panel renders its job, percent and deferral note","The Quality Incentive panel renders Bonus Job, Quality Percent and the deferred-measurement notice.",,,regression,SCR-R015|SCR-R016,0,,automated,1
SCR-059,,,ui,supervisorAverageCrewHourlyPanelFields,The Supervisor Average Crew Hourly panel renders its three fields,"The Supervisor Average Crew Hourly panel renders Supervisor, Extra Hourly Pay and Bonus Job.",,,regression,SCR-R015,0,,automated,1
SCR-060,,,ui,supervisorCrewSizePanelFields,The Supervisor Crew Size panel renders its four fields,"The Supervisor Crew Size panel renders Foreman Job, Hourly Rate, Required Crew Size and Bonus Job.",,,regression,SCR-R015,0,,automated,1
SCR-061,,,ui,supervisorBonusExtraPiecesPanelFields,The Supervisor Bonus Extra Pieces panel renders its five fields,"The Supervisor Bonus Extra Pieces panel renders Supervisor, Daily Target Pieces, Bonus Job, Rate per Extra Piece and Work Job.",,,regression,SCR-R015,0,,automated,1
SCR-062,,,ui,tierPieceIncentivePanelFields,"The Tier Piece Incentive panel renders ranch, field and bonus job with no preference gate","The Tier Piece Incentive panel renders Ranch, Field and Bonus Job unconditionally — this panel has no fieldEntryRequired gate.",,,regression,SCR-R015,0,,automated,1
SCR-063,,,ui,tierHourlyPieceIncentivePanelFields,The Tier Hourly Piece Incentive panel renders its job and piece-count-type fields,The Tier Hourly Piece Incentive panel renders Bonus Job and Piece Count Type.,,,regression,SCR-R015,0,,automated,1
SCR-064,,,ui,pieceProductivityHourlyPanelFields,The Piece Productivity Hourly panel renders its job and four grouping selects,The Piece Productivity Hourly panel renders Bonus Job plus the four grouping and rate-flag selects.,,,regression,SCR-R015,0,,automated,1
SCR-065,,,ui,dailyByEmployeePanelFields,"The Daily by Employee panel renders its hours, job and duplicate-handling fields","The Daily by Employee panel renders Extra Hours / Day, the Bonus Job picker label and Duplicate Handling.",,,regression,SCR-R015,0,,automated,1
SCR-066,,,ui,dailyByEmployeeGridEmptyFilter,The Daily by Employee grid panel renders its missing-filter banner on direct nav,Direct nav to Step 2 with no saved filter renders the Daily by Employee grid’s missing-filter banner.,,,regression,SCR-R017,0,,automated,1
SCR-067,,,ui,dailyByJobGridEmptyFilter,The Daily by Job grid panel renders its missing-filter banner on direct nav,Direct nav to Step 2 with no saved filter renders the Daily by Job grid’s missing-filter banner.,,,regression,SCR-R017,0,,automated,1
SCR-068,,,ui,tierHourlyPieceIncentiveGridEmptyFilter,The Tier Hourly Piece Incentive grid panel renders its missing-filter banner on direct nav,Direct nav to Step 2 with no saved filter renders the Tier Hourly Piece Incentive grid’s missing-filter banner.,,,regression,SCR-R017,0,,automated,1
SCR-069,,,ui,backReturnsToStep1,Back returns to Step 1,Back drops the ?step=2 query and remounts the Step-1 filter panel.,,,regression,SCR-R018,0,,automated,1
SCR-070,,,ui,pieceProductivityHourlyGridEmptyFilter,The Piece Productivity Hourly grid panel renders its missing-filter banner on direct nav,Direct nav to Step 2 with no saved filter renders the Piece Productivity Hourly grid’s missing-filter banner.,,,regression,SCR-R017,0,,automated,1
SCR-071,,,ui,subSelectionPanelForCrew,The crew type renders the sub-selection panel,The crew type renders the sub-selection column-picker panel.,,,regression,SCR-R019,0,,automated,1
SCR-072,,,ui,subSelectionPanelForEmployee,The employee type renders the sub-selection panel,"The employee type renders the sub-selection panel rather than the not-configured placeholder, since PET-277 added it to subSelectionConfig.",,,regression,SCR-R019,0,,automated,1
SCR-073,,,ui,subSelectionPanelForDailyByEmployee,Daily-by-employee renders the sub-selection panel,PET-278: daily-by-employee renders the sub-selection panel.,,,regression,SCR-R019,0,,automated,1
SCR-074,,,ui,subSelectionPanelForHolidayPay,Holiday-pay renders the sub-selection panel,PET-278: holiday-pay renders the sub-selection panel.,,,regression,SCR-R019,0,,automated,1
SCR-075,,,ui,subSelectionPanelForSupervisorCrewSize,Supervisor-crew-size renders the sub-selection panel,PET-278: supervisor-crew-size renders the sub-selection panel.,,,regression,SCR-R019,0,,automated,1
SCR-076,,,ui,unknownTypeRedirectsWithErrorToast,An unknown type redirects to the landing page with an error toast,An unknown /bonus/:type redirects to the landing page and surfaces a sonner error toast.,,,regression,SCR-R020,0,,automated,1
SCR-077,,,ui,typesEndpoint403BlocksLandingPage,A 403 on the bonus types endpoint blocks the landing page UI,A 403 from /api/bonus/types leaves the landing page’s type grid unmounted.,,,regression,SCR-R021,0,,automated,1
